x,y
1.857597503662109517e+01,-1.083425292968749964e+01
1.847597503662109375e+01,-1.083425292968749964e+01
1.837597503662109588e+01,-1.083425292968749964e+01
1.827597503662109446e+01,-1.083425292968749964e+01
1.817597503662109659e+01,-1.073425292968750000e+01
1.807597503662109517e+01,-1.063425292968749858e+01
1.797597503662109375e+01,-1.053425292968750071e+01
1.787597503662109588e+01,-1.053425292968750071e+01
1.777597503662109446e+01,-1.053425292968750071e+01
1.767597503662109659e+01,-1.053425292968750071e+01
1.757597503662109517e+01,-1.053425292968750071e+01
1.747597503662109375e+01,-1.053425292968750071e+01
1.737597503662109588e+01,-1.053425292968750071e+01
1.727597503662109446e+01,-1.053425292968750071e+01
1.717597503662109659e+01,-1.053425292968750071e+01
1.707597503662109517e+01,-1.043425292968749929e+01
1.697597503662109375e+01,-1.043425292968749929e+01
1.687597503662109588e+01,-1.043425292968749929e+01
1.677597503662109446e+01,-1.033425292968749964e+01
1.667597503662109659e+01,-1.033425292968749964e+01
1.657597503662109517e+01,-1.033425292968749964e+01
1.647597503662109375e+01,-1.023425292968750000e+01
1.637597503662109588e+01,-1.013425292968749858e+01
1.627597503662109446e+01,-1.003425292968750071e+01
1.617597503662109659e+01,-1.003425292968750071e+01
1.607597503662109517e+01,-9.934252929687499289e+00
1.597597503662109375e+01,-9.834252929687499645e+00
1.587597503662109588e+01,-9.734252929687500000e+00
1.577597503662109446e+01,-9.634252929687498579e+00
1.567597503662109659e+01,-9.634252929687498579e+00
1.557597503662109517e+01,-9.634252929687498579e+00
1.547597503662109375e+01,-9.634252929687498579e+00
1.537597503662109588e+01,-9.634252929687498579e+00
1.527597503662109446e+01,-9.634252929687498579e+00
1.517597503662109304e+01,-9.534252929687500711e+00
1.507597503662109517e+01,-9.534252929687500711e+00
1.497597503662109375e+01,-9.534252929687500711e+00
1.487597503662109588e+01,-9.534252929687500711e+00
1.477597503662109446e+01,-9.534252929687500711e+00
1.467597503662109304e+01,-9.534252929687500711e+00
1.457597503662109517e+01,-9.534252929687500711e+00
1.447597503662109375e+01,-9.534252929687500711e+00
1.437597503662109588e+01,-9.534252929687500711e+00
1.427597503662109446e+01,-9.534252929687500711e+00
1.417597503662109304e+01,-9.534252929687500711e+00
1.407597503662109517e+01,-9.534252929687500711e+00
1.397597503662109375e+01,-9.534252929687500711e+00
1.387597503662109588e+01,-9.534252929687500711e+00
1.377597503662109446e+01,-9.534252929687500711e+00
1.367597503662109304e+01,-9.534252929687500711e+00
1.357597503662109517e+01,-9.534252929687500711e+00
1.347597503662109375e+01,-9.534252929687500711e+00
1.337597503662109588e+01,-9.534252929687500711e+00
1.327597503662109446e+01,-9.534252929687500711e+00
1.317597503662109304e+01,-9.534252929687500711e+00
1.307597503662109517e+01,-9.534252929687500711e+00
1.297597503662109375e+01,-9.534252929687500711e+00
1.287597503662109588e+01,-9.534252929687500711e+00
1.277597503662109446e+01,-9.634252929687498579e+00
1.267597503662109304e+01,-9.634252929687498579e+00
1.257597503662109517e+01,-9.634252929687498579e+00
1.247597503662109375e+01,-9.634252929687498579e+00
1.237597503662109411e+01,-9.634252929687498579e+00
1.227597503662109446e+01,-9.634252929687498579e+00
1.217597503662109482e+01,-9.634252929687498579e+00
1.207597503662109517e+01,-9.634252929687498579e+00
1.197597503662109375e+01,-9.634252929687498579e+00
1.187597503662109411e+01,-9.634252929687498579e+00
1.177597503662109446e+01,-9.634252929687498579e+00
1.167597503662109482e+01,-9.634252929687498579e+00
1.157597503662109517e+01,-9.634252929687498579e+00
1.147597503662109375e+01,-9.634252929687498579e+00
1.137597503662109411e+01,-9.634252929687498579e+00
1.127597503662109446e+01,-9.634252929687498579e+00
1.117597503662109482e+01,-9.634252929687498579e+00
1.107597503662109517e+01,-9.634252929687498579e+00
1.097597503662109375e+01,-9.634252929687498579e+00
1.087597503662109411e+01,-9.634252929687498579e+00
1.077597503662109446e+01,-9.634252929687498579e+00
1.067597503662109482e+01,-9.634252929687498579e+00
1.057597503662109517e+01,-9.634252929687498579e+00
1.047597503662109375e+01,-9.634252929687498579e+00
1.037597503662109411e+01,-9.634252929687498579e+00
1.027597503662109446e+01,-9.634252929687498579e+00
1.017597503662109482e+01,-9.634252929687498579e+00
1.007597503662109517e+01,-9.634252929687498579e+00
9.975975036621093750e+00,-9.634252929687498579e+00
9.875975036621094105e+00,-9.634252929687498579e+00
9.775975036621094461e+00,-9.634252929687498579e+00
9.675975036621094816e+00,-9.634252929687498579e+00
9.575975036621095171e+00,-9.634252929687498579e+00
9.475975036621093750e+00,-9.634252929687498579e+00
9.375975036621094105e+00,-9.634252929687498579e+00
9.275975036621094461e+00,-9.634252929687498579e+00
9.175975036621094816e+00,-9.634252929687498579e+00
9.075975036621095171e+00,-9.634252929687498579e+00
8.975975036621093750e+00,-9.634252929687498579e+00
8.875975036621094105e+00,-9.634252929687498579e+00
8.775975036621094461e+00,-9.634252929687498579e+00
8.675975036621094816e+00,-9.634252929687498579e+00
8.575975036621095171e+00,-9.634252929687498579e+00
8.475975036621093750e+00,-9.634252929687498579e+00
8.375975036621094105e+00,-9.734252929687500000e+00
8.275975036621094461e+00,-9.734252929687500000e+00
8.175975036621094816e+00,-9.834252929687499645e+00
8.075975036621095171e+00,-9.834252929687499645e+00
7.975975036621093750e+00,-9.934252929687499289e+00
7.875975036621094105e+00,-9.934252929687499289e+00
7.775975036621094461e+00,-9.934252929687499289e+00
7.675975036621094816e+00,-1.003425292968750071e+01
7.575975036621095171e+00,-1.003425292968750071e+01
7.475975036621093750e+00,-1.013425292968749858e+01
7.375975036621094105e+00,-1.013425292968749858e+01
7.275975036621094461e+00,-1.023425292968750000e+01
7.175975036621094816e+00,-1.023425292968750000e+01
7.075975036621095171e+00,-1.033425292968749964e+01
6.975975036621093750e+00,-1.033425292968749964e+01
